date,description,amount,category
2019-03-13,Credit Card Payment,532.86,Credit Card Payment
2019-03-13,Credit Card Payment,301.79,Credit Card Payment
2019-03-14,Credit Card Payment,305.27,Credit Card Payment
2019-03-14,Credit Card Payment,301.79,Credit Card Payment
2019-03-14,Brunch Restaurant,8.0,Restaurants
2019-03-15,Biweekly Paycheck,2000.0,Paycheck
2019-03-15,Power Company,60.0,Utilities
2019-03-18,Best Buy,320.99,Electronics & Software
2019-03-18,Grocery Store,16.23,Groceries
2019-03-19,Amazon,13.84,Shopping
2019-03-19,City Water Charges,35.0,Utilities
2019-03-20,State Farm,75.0,Auto Insurance
2019-03-22,BP,37.51,Gas & Fuel
2019-03-23,Starbucks,5.2,Coffee Shops
2019-03-25,Internet Service Provider,75.0,Internet
2019-03-26,Amazon,16.04,Shopping
2019-03-27,Brewing Company,49.63,Alcohol & Bars
2019-03-27,Grocery Store,4.46,Groceries
2019-03-29,Biweekly Paycheck,2000.0,Paycheck
2019-03-30,Starbucks,12.84,Coffee Shops
2019-03-31,Credit Card Payment,957.6,Credit Card Payment
2019-04-01,Credit Card Payment,1552.65,Credit Card Payment
2019-04-01,Credit Card Payment,600.51,Credit Card Payment
2019-04-01,Amazon,13.09,Shopping
2019-04-02,Mortgage Payment,1100.0,Mortgage & Rent
2019-04-04,Grocery Store,5.64,Groceries
2019-04-04,Amazon,35.9,Shopping
2019-04-04,Netflix,11.76,Television
2019-04-06,Amazon,27.54,Shopping
2019-04-08,Gas Company,30.0,Utilities
2019-04-09,Credit Card Payment,436.75,Credit Card Payment
2019-04-09,Grocery Store,10.7,Groceries
2019-04-09,Barbershop,30.0,Haircut
2019-04-09,Spotify,10.69,Music
2019-04-10,Phone Company,65.0,Mobile Phone
2019-04-12,Best Buy,44.93,Electronics & Software
2019-04-12,Grocery Store,41.34,Groceries
2019-04-12,Biweekly Paycheck,2000.0,Paycheck
2019-04-13,QuikTrip,38.94,Gas & Fuel
2019-04-13,Grocery Store,16.87,Groceries
2019-04-13,Vietnamese Restaurant,20.64,Restaurants
2019-04-15,Power Company,60.0,Utilities
2019-04-16,City Water Charges,35.0,Utilities
2019-04-18,State Farm,75.0,Auto Insurance
2019-04-18,Credit Card Payment,604.32,Credit Card Payment
2019-04-18,Credit Card Payment,458.1,Credit Card Payment
2019-04-19,Credit Card Payment,604.32,Credit Card Payment
2019-04-19,Grocery Store,10.89,Groceries
2019-04-22,Brewing Company,14.4,Alcohol & Bars
2019-04-22,Greek Restaurant,64.52,Restaurants
2019-04-23,Hardware Store,29.56,Home Improvement
2019-04-25,Internet Service Provider,75.0,Internet
2019-04-26,Biweekly Paycheck,2000.0,Paycheck
2019-04-27,Brewing Company,40.0,Alcohol & Bars
2019-04-27,Credit Card Payment,268.96,Credit Card Payment
2019-04-27,American Tavern,14.74,Restaurants
2019-04-29,Credit Card Payment,268.96,Credit Card Payment
2019-04-29,Grocery Store,5.64,Groceries
2019-04-30,BP,39.08,Gas & Fuel
2019-05-01,Amazon,13.09,Shopping
2019-05-02,Mortgage Payment,1100.0,Mortgage & Rent
2019-05-03,Credit Card Payment,758.07,Credit Card Payment
2019-05-04,Netflix,13.9,Television
2019-05-06,Amazon,16.94,Shopping
2019-05-07,Amazon,38.56,Shopping
2019-05-09,Best Buy,331.69,Electronics & Software
2019-05-09,Spotify,10.69,Music
2019-05-09,Target,3.2,Shopping
2019-05-09,Gas Company,30.0,Utilities
2019-05-10,Best Buy,21.39,Electronics & Software
2019-05-10,Phone Company,65.0,Mobile Phone
2019-05-10,Biweekly Paycheck,2000.0,Paycheck
2019-05-13,Credit Card Payment,480.88,Credit Card Payment
2019-05-13,QuikTrip,35.24,Gas & Fuel
2019-05-13,Fancy Restaurant,98.19,Restaurants
2019-05-13,Greek Restaurant,23.11,Restaurants
2019-05-14,Grocery Store,2.02,Groceries
2019-05-15,Power Company,60.0,Utilities
2019-05-17,Credit Card Payment,575.33,Credit Card Payment
2019-05-17,City Water Charges,35.0,Utilities
2019-05-20,State Farm,75.0,Auto Insurance
2019-05-20,Credit Card Payment,415.47,Credit Card Payment
2019-05-20,American Tavern,32.53,Restaurants
2019-05-24,Credit Card Payment,765.68,Credit Card Payment
2019-05-24,Hardware Store,27.96,Home Improvement
2019-05-24,Biweekly Paycheck,2000.0,Paycheck
2019-05-24,Brunch Restaurant,8.0,Restaurants
2019-05-25,QuikTrip,36.76,Gas & Fuel
2019-05-25,Hardware Store,30.99,Home Improvement
2019-05-27,Mexican Restaurant,34.33,Restaurants
2019-05-28,Credit Card Payment,765.68,Credit Card Payment
2019-05-30,Internet Service Provider,75.0,Internet
2019-05-30,American Tavern,34.82,Restaurants
2019-06-01,Amazon,13.09,Shopping
2019-06-03,Starbucks,2.75,Coffee Shops
2019-06-03,Credit Card Payment,260.95,Credit Card Payment
2019-06-03,Mortgage Payment,1100.0,Mortgage & Rent
2019-06-04,Barbershop,30.0,Haircut
2019-06-04,Netflix,13.9,Television
2019-06-05,Grocery Store,23.0,Groceries
2019-06-05,Mexican Restaurant,23.24,Restaurants
2019-06-06,Starbucks,3.75,Coffee Shops
2019-06-06,Grocery Store,5.64,Groceries
2019-06-07,Credit Card Payment,458.56,Credit Card Payment
2019-06-07,Biweekly Paycheck,2000.0,Paycheck
2019-06-07,Gas Company,30.0,Utilities
2019-06-09,Spotify,10.69,Music
2019-06-12,Phone Company,65.0,Mobile Phone
2019-06-13,Credit Card Payment,152.72,Credit Card Payment
2019-06-13,Credit Card Payment,152.72,Credit Card Payment
2019-06-14,Grocery Store,10.69,Groceries
2019-06-15,BP,33.16,Gas & Fuel
2019-06-17,City Water Charges,35.0,Utilities
2019-06-17,Power Company,60.0,Utilities
2019-06-18,Brewing Company,15.0,Alcohol & Bars
2019-06-18,Shell,41.83,Gas & Fuel
2019-06-19,State Farm,75.0,Auto Insurance
2019-06-20,Credit Card Payment,375.26,Credit Card Payment
2019-06-20,Mike's Construction Co.,9200.0,Home Improvement
2019-06-20,Credit Card Payment,100.68,Credit Card Payment
2019-06-21,Credit Card Payment,100.68,Credit Card Payment
2019-06-21,Biweekly Paycheck,2000.0,Paycheck
2019-06-24,Brewing Company,15.0,Alcohol & Bars
2019-06-28,BP,30.64,Gas & Fuel
2019-06-30,Internet Service Provider,75.0,Internet
2019-07-01,Starbucks,7.0,Coffee Shops
2019-07-01,Grocery Store,99.47,Groceries
2019-07-01,Hawaiian Grill,24.97,Restaurants
2019-07-01,Thai Restaurant,24.0,Restaurants
2019-07-01,Amazon,13.09,Shopping
2019-07-02,Hardware Store,229.9,Home Improvement
2019-07-02,Mortgage Payment,1100.0,Mortgage & Rent
2019-07-04,Netflix,13.9,Television
2019-07-05,Brewing Company,19.0,Alcohol & Bars
2019-07-05,Biweekly Paycheck,2250.0,Paycheck
2019-07-06,Credit Card Payment,220.08,Credit Card Payment
2019-07-06,Grocery Store,92.98,Groceries
2019-07-06,Greek Restaurant,23.26,Restaurants
2019-07-07,Hardware Store,103.14,Home Improvement
2019-07-08,Credit Card Payment,305.28,Credit Card Payment
2019-07-08,Credit Card Payment,220.08,Credit Card Payment
2019-07-09,Credit Card Payment,549.72,Credit Card Payment
2019-07-09,Spotify,10.69,Music
2019-07-10,Phone Company,65.0,Mobile Phone
2019-07-10,Gas Company,30.0,Utilities
2019-07-15,Grocery Store,87.14,Groceries
2019-07-16,Amazon,89.99,Shopping
2019-07-16,Power Company,60.0,Utilities
2019-07-17,City Water Charges,35.0,Utilities
2019-07-18,State Farm,75.0,Auto Insurance
2019-07-18,Credit Card Payment,814.5,Credit Card Payment
2019-07-18,BP,36.42,Gas & Fuel
2019-07-18,Grocery Store,29.83,Groceries
2019-07-18,Brunch Restaurant,8.82,Restaurants
2019-07-19,Credit Card Payment,115.52,Credit Card Payment
2019-07-19,Biweekly Paycheck,2250.0,Paycheck
2019-07-19,Mexican Restaurant,28.0,Restaurants
2019-07-22,Credit Card Payment,257.08,Credit Card Payment
2019-07-22,Thai Restaurant,26.67,Restaurants
2019-07-23,Credit Card Payment,257.08,Credit Card Payment
2019-07-24,Starbucks,2.5,Coffee Shops
2019-07-27,Barbershop,30.0,Haircut
2019-07-28,Hardware Store,44.31,Home Improvement
2019-07-29,Grocery Store,5.35,Groceries
2019-07-29,Fancy Restaurant,44.92,Restaurants
2019-07-30,Grocery Store,15.77,Groceries
2019-07-30,Internet Service Provider,75.0,Internet
2019-08-01,Amazon,13.09,Shopping
2019-08-02,Mortgage Payment,1100.0,Mortgage & Rent
2019-08-02,Biweekly Paycheck,2250.0,Paycheck
2019-08-03,BP,36.36,Gas & Fuel
2019-08-03,Grocery Store,3.96,Groceries
2019-08-03,American Tavern,23.47,Restaurants
2019-08-04,Netflix,13.9,Television
2019-08-05,Brewing Company,18.0,Alcohol & Bars
2019-08-05,Credit Card Payment,349.28,Credit Card Payment
2019-08-05,Credit Card Payment,117.65,Credit Card Payment
2019-08-06,Credit Card Payment,521.17,Credit Card Payment
2019-08-06,Credit Card Payment,117.65,Credit Card Payment
2019-08-06,Hardware Store,125.0,Home Improvement
2019-08-08,Grocery Store,11.72,Groceries
2019-08-09,Spotify,10.69,Music
2019-08-09,Gas Company,30.0,Utilities
2019-08-12,Phone Company,65.0,Mobile Phone
2019-08-12,Thai Restaurant,26.67,Restaurants
2019-08-14,Starbucks,2.75,Coffee Shops
2019-08-15,Credit Card Payment,335.2,Credit Card Payment
2019-08-15,Power Company,60.0,Utilities
2019-08-16,Biweekly Paycheck,2250.0,Paycheck
2019-08-16,City Water Charges,35.0,Utilities
2019-08-17,Credit Card Payment,87.17,Credit Card Payment
2019-08-17,Grocery Store,33.15,Groceries
2019-08-17,Barbershop,19.0,Haircut
2019-08-17,American Tavern,3.5,Restaurants
2019-08-19,Credit Card Payment,1248.95,Credit Card Payment
2019-08-20,State Farm,75.0,Auto Insurance
2019-08-20,Starbucks,2.75,Coffee Shops
2019-08-21,Shell,34.69,Gas & Fuel
2019-08-23,Starbucks,2.75,Coffee Shops
2019-08-25,Brunch Restaurant,39.43,Restaurants
2019-08-26,Hardware Store,66.75,Home Improvement
2019-08-29,Starbucks,3.0,Coffee Shops
2019-08-30,Starbucks,2.75,Coffee Shops
2019-08-30,Internet Service Provider,75.0,Internet
2019-08-30,Biweekly Paycheck,2250.0,Paycheck
2019-08-31,Hardware Store,68.04,Home Improvement
2019-08-31,BBQ Restaurant,41.78,Restaurants
2019-09-01,Amazon,13.09,Shopping
2019-09-03,Mortgage Payment,1100.0,Mortgage & Rent
2019-09-03,Fancy Restaurant,41.24,Restaurants
2019-09-04,Netflix,13.9,Television
2019-09-05,Starbucks,3.75,Coffee Shops
2019-09-06,Credit Card Payment,1390.37,Credit Card Payment
2019-09-06,Credit Card Payment,1390.37,Credit Card Payment
2019-09-06,Credit Card Payment,502.75,Credit Card Payment
2019-09-07,Brewing Company,12.87,Alcohol & Bars
2019-09-08,Brewing Company,19.3,Alcohol & Bars
2019-09-09,Shell,28.77,Gas & Fuel
2019-09-09,Grocery Store,65.09,Groceries
2019-09-09,Hardware Store,26.25,Home Improvement
2019-09-09,Spotify,10.69,Music
2019-09-09,Gas Company,30.0,Utilities
2019-09-11,Credit Card Payment,360.56,Credit Card Payment
2019-09-11,Phone Company,65.0,Mobile Phone
2019-09-12,Credit Card Payment,360.56,Credit Card Payment
2019-09-13,Starbucks,2.75,Coffee Shops
2019-09-13,Biweekly Paycheck,2250.0,Paycheck
2019-09-14,Grocery Store,46.44,Groceries
2019-09-15,Amazon,47.66,Shopping
2019-09-16,Credit Card Payment,90.57,Credit Card Payment
2019-09-16,Credit Card Payment,90.57,Credit Card Payment
2019-09-16,City Water Charges,35.0,Utilities
2019-09-17,Credit Card Payment,186.13,Credit Card Payment
2019-09-17,Power Company,60.0,Utilities
2019-09-18,State Farm,75.0,Auto Insurance
2019-09-18,Credit Card Payment,1606.46,Credit Card Payment
2019-09-19,Brewing Company,40.81,Alcohol & Bars
2019-09-19,Starbucks,2.75,Coffee Shops
2019-09-20,Credit Card Payment,9.43,Credit Card Payment
2019-09-22,Seafood Restaurant,131.1,Restaurants
2019-09-23,Credit Card Payment,9.43,Credit Card Payment
2019-09-23,Grocery Store,27.71,Groceries
2019-09-23,Amazon,24.63,Shopping
2019-09-27,Biweekly Paycheck,2250.0,Paycheck
2019-09-28,BP,33.46,Gas & Fuel
2019-09-28,Sheetz,4.27,Gas & Fuel
2019-09-30,Starbucks,1.75,Coffee Shops
2019-09-30,Internet Service Provider,75.0,Internet
